,Car_id,Date,Gender,Annual Income,Dealer_Name,Company,Model,Engine,Transmission,Color,Price ($),Dealer_No ,Body Style,Phone,Dealer_Region
4018,C_CND_004019,7/17/2022,Female,6710.0,Pitre Buick-Pontiac-Gmc of Scottsdale,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,14001,99301-3882,Sedan,7315509,Pasco
4019,C_CND_004020,7/17/2022,Male,6380.0,Saab-Belle Dodge,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,60504-7114,Hatchback,8522837,Aurora
4020,C_CND_004021,7/17/2022,Male,4884.0,Scrivener Performance Engineering,Mercedes-B,S-Class,DoubleÂ Overhead Camshaft,Auto,Black,39000,38701-8047,SUV,8099243,Greenville
4021,C_CND_004022,7/17/2022,Male,7700.0,Ryder Truck Rental and Leasing,Volkswagen,Beetle,Overhead Camshaft,Manual,Red,21000,06457-3834,Hardtop,7736846,Middletown
4022,C_CND_004023,7/17/2022,Male,148.5,Suburban Ford,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Red,16000,53546-9427,SUV,7021200,Janesville
4023,C_CND_004024,7/17/2022,Male,7941.999999999999,Tri-State Mack Inc,Audi,A6,DoubleÂ Overhead Camshaft,Auto,Black,14000,85257-3102,SUV,7058027,Scottsdale
4024,C_CND_004025,7/17/2022,Female,148.5,U-Haul CO,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Red,41000,78758-7841,Sedan,8001508,Austin
4025,C_CND_004026,7/17/2022,Male,4950.0,Buddy Storbeck's Diesel Service Inc,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Red,45000,06457-3834,SUV,7002305,Middletown
4026,C_CND_004027,7/17/2022,Female,5885.0,C & M Motors Inc,Chevrolet,Impala,Overhead Camshaft,Manual,Red,22001,60504-7114,Hatchback,7502485,Aurora
4027,C_CND_004028,7/17/2022,Male,8800.0,Classic Chevy,Hyundai,Accent,Overhead Camshaft,Manual,Black,18000,85257-3102,Hatchback,8103926,Scottsdale
4028,C_CND_004029,7/17/2022,Male,8525.0,Clay Johnson Auto Sales,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Red,19000,78758-7841,Sedan,6058135,Austin
4029,C_CND_004030,7/17/2022,Male,148.5,Diehl Motor CO Inc,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Red,41000,06457-3834,Sedan,6277857,Middletown
4030,C_CND_004031,7/17/2022,Male,7716.5,Enterprise Rent A Car,Toyota,Corolla,Overhead Camshaft,Manual,Pale White,22500,60504-7114,Passenger,6404016,Aurora
4031,C_CND_004032,7/17/2022,Male,5940.0,Tri-State Mack Inc,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Black,26000,85257-3102,SUV,6202201,Middletown
4032,C_CND_004033,7/17/2022,Male,14960.0,U-Haul CO,Dodge,Caravan,DoubleÂ Overhead Camshaft,Auto,Black,23000,78758-7841,Hatchback,6707011,Aurora
4033,C_CND_004034,7/17/2022,Male,16500.0,Buddy Storbeck's Diesel Service Inc,Buick,Park Avenue,DoubleÂ Overhead Camshaft,Auto,Red,12000,06457-3834,Hatchback,8544463,Greenville
4034,C_CND_004035,7/17/2022,Male,12980.0,C & M Motors Inc,Mitsubishi,Montero,Overhead Camshaft,Manual,Black,16000,60504-7114,SUV,8682462,Janesville
4035,C_CND_004036,7/18/2022,Female,8965.0,Progressive Shippers Cooperative Association No,Saab,3-Sep,DoubleÂ Overhead Camshaft,Auto,Red,69001,53546-9427,Sedan,8911189,Janesville
4036,C_CND_004037,7/18/2022,Female,9020.0,Rabun Used Car Sales,Volvo,S40,DoubleÂ Overhead Camshaft,Auto,Black,57001,85257-3102,Sedan,6216379,Scottsdale
4037,C_CND_004038,7/18/2022,Male,4521.0,Race Car Help,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Red,13001,78758-7841,Hatchback,7380944,Austin
4038,C_CND_004039,7/18/2022,Male,8690.0,Ryder Truck Rental and Leasing,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Red,23001,06457-3834,SUV,8548368,Middletown
4039,C_CND_004040,7/18/2022,Male,6655.0,Saab-Belle Dodge,Jeep,Wrangler,DoubleÂ Overhead Camshaft,Auto,Red,13001,60504-7114,Hatchback,8304457,Aurora
4040,C_CND_004041,7/18/2022,Male,148.5,Tri-State Mack Inc,Mercedes-B,SLK230,Overhead Camshaft,Manual,Red,71000,85257-3102,Hatchback,6498529,Scottsdale
4041,C_CND_004042,7/18/2022,Male,17600.0,U-Haul CO,Lexus,LX470,Overhead Camshaft,Manual,Pale White,54000,78758-7841,SUV,7818268,Austin
4042,C_CND_004043,7/18/2022,Female,16059.999999999998,Buddy Storbeck's Diesel Service Inc,Ford,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Red,29000,06457-3834,Passenger,7348438,Middletown
4043,C_CND_004044,7/18/2022,Male,7447.0,C & M Motors Inc,Oldsmobile,Aurora,DoubleÂ Overhead Camshaft,Auto,Red,24000,60504-7114,Passenger,7937240,Aurora
4044,C_CND_004045,7/18/2022,Female,5428.5,Capitol KIA,Plymouth,Voyager,DoubleÂ Overhead Camshaft,Auto,Pale White,22500,38701-8047,Passenger,6170153,Greenville
4045,C_CND_004046,7/18/2022,Female,5940.0,Capitol KIA,Volkswagen,Cabrio,Overhead Camshaft,Manual,Red,25001,38701-8047,Sedan,7627060,Greenville
4046,C_CND_004047,7/18/2022,Female,17710.0,Chrysler of Tri-Cities,Dodge,Dakota,Overhead Camshaft,Manual,Red,12000,99301-3882,Sedan,7229874,Pasco
4047,C_CND_004048,7/18/2022,Male,148.5,Chrysler Plymouth,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Black,26000,53546-9427,SUV,7879672,Janesville
4048,C_CND_004049,7/18/2022,Male,20570.0,Classic Chevy,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,85257-3102,Hatchback,8183113,Scottsdale
4049,C_CND_004050,7/18/2022,Male,6842.0,Clay Johnson Auto Sales,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Red,21000,78758-7841,Hatchback,7166776,Austin
4050,C_CND_004051,7/18/2022,Male,7227.0,Gartner Buick Hyundai Saab,BMW,528i,Overhead Camshaft,Manual,Pale White,14000,38701-8047,SUV,7256230,Greenville
4051,C_CND_004052,7/18/2022,Male,148.5,Hatfield Volkswagen,Ford,Expedition,DoubleÂ Overhead Camshaft,Auto,Black,41000,99301-3882,SUV,8689429,Pasco
4052,C_CND_004053,7/18/2022,Male,12650.0,Suburban Ford,Buick,Century,DoubleÂ Overhead Camshaft,Auto,Pale White,17001,53546-9427,Hardtop,8133662,Janesville
4053,C_CND_004054,7/18/2022,Male,6930.0,U-Haul CO,Chevrolet,Prizm,Overhead Camshaft,Manual,Red,22001,78758-7841,Hardtop,6950998,Austin
4054,C_CND_004055,7/18/2022,Male,12760.0,Motor Vehicle Branch Office,Volvo,S40,Overhead Camshaft,Manual,Red,22000,78758-7841,Sedan,6492813,Austin
4055,C_CND_004056,7/18/2022,Male,8690.0,Capitol KIA,Plymouth,Voyager,Overhead Camshaft,Manual,Red,20000,38701-8047,Passenger,8594142,Scottsdale
4056,C_CND_004057,7/18/2022,Male,8855.0,Chrysler of Tri-Cities,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Black,23000,99301-3882,Hatchback,7483266,Austin
4057,C_CND_004058,7/18/2022,Male,5830.0,Chrysler Plymouth,Subaru,Forester,Overhead Camshaft,Manual,Red,26000,53546-9427,Hatchback,7290446,Middletown
4058,C_CND_004059,7/18/2022,Male,10065.0,Classic Chevy,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,36000,85257-3102,Hatchback,7116952,Aurora
4059,C_CND_004060,7/18/2022,Female,5060.0,Clay Johnson Auto Sales,Saturn,SW,DoubleÂ Overhead Camshaft,Auto,Red,25000,78758-7841,Passenger,7801534,Greenville
4060,C_CND_004061,7/19/2022,Male,8855.0,Scrivener Performance Engineering,Volvo,S70,DoubleÂ Overhead Camshaft,Auto,Pale White,32001,38701-8047,SUV,8564448,Greenville
4061,C_CND_004062,7/19/2022,Male,20900.0,Pitre Buick-Pontiac-Gmc of Scottsdale,Volkswagen,Golf,Overhead Camshaft,Manual,Pale White,17000,99301-3882,Hardtop,7626100,Pasco
4062,C_CND_004063,7/19/2022,Male,5896.0,Diehl Motor CO Inc,Mercedes-B,M-Class,Overhead Camshaft,Manual,Red,25000,06457-3834,Hatchback,7008462,Middletown
4063,C_CND_004064,7/19/2022,Male,8745.0,Nebo Chevrolet,Dodge,Durango,Overhead Camshaft,Manual,Red,31000,06457-3834,SUV,6985015,Middletown
4064,C_CND_004065,7/19/2022,Male,7084.0,Diehl Motor CO Inc,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,18000,06457-3834,Hatchback,7962639,Pasco
4065,C_CND_004066,7/20/2022,Male,9790.0,Star Enterprises Inc,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,60001,99301-3882,Sedan,6485821,Pasco
4066,C_CND_004067,7/20/2022,Male,8745.0,Suburban Ford,Saturn,SL,DoubleÂ Overhead Camshaft,Auto,Black,11000,53546-9427,SUV,8287335,Janesville
4067,C_CND_004068,7/20/2022,Male,6974.0,Tri-State Mack Inc,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Red,31000,85257-3102,SUV,6887138,Scottsdale
4068,C_CND_004069,7/20/2022,Male,7062.0,U-Haul CO,Mercedes-B,S-Class,Overhead Camshaft,Manual,Black,18000,78758-7841,SUV,7682446,Austin
4069,C_CND_004070,7/20/2022,Female,8029.999999999999,Progressive Shippers Cooperative Association No,Honda,Passport,Overhead Camshaft,Manual,Pale White,27000,53546-9427,SUV,6108443,Janesville
4070,C_CND_004071,7/20/2022,Male,9493.0,Rabun Used Car Sales,Volkswagen,Golf,Overhead Camshaft,Manual,Pale White,17000,85257-3102,SUV,7369271,Scottsdale
4071,C_CND_004072,7/20/2022,Male,8139.999999999999,Race Car Help,BMW,528i,Overhead Camshaft,Manual,Pale White,16000,78758-7841,SUV,8699602,Austin
4072,C_CND_004073,7/20/2022,Male,20009.0,Ryder Truck Rental and Leasing,Hyundai,Sonata,Overhead Camshaft,Manual,Red,21900,06457-3834,SUV,6529961,Middletown
4073,C_CND_004074,7/20/2022,Male,4510.0,Saab-Belle Dodge,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,60504-7114,Hatchback,7717096,Aurora
4074,C_CND_004075,7/20/2022,Male,148.5,Scrivener Performance Engineering,Volkswagen,Golf,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,38701-8047,SUV,7336634,Greenville
4075,C_CND_004076,7/20/2022,Male,8800.0,Rabun Used Car Sales,Oldsmobile,Alero,Overhead Camshaft,Manual,Black,17000,85257-3102,Hardtop,7613740,Austin
4076,C_CND_004077,7/20/2022,Male,5720.0,Classic Chevy,Honda,Odyssey,Overhead Camshaft,Manual,Pale White,54000,85257-3102,Passenger,7978652,Scottsdale
4077,C_CND_004078,7/20/2022,Male,6084.099999999999,Clay Johnson Auto Sales,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Black,26100,78758-7841,Hatchback,6985066,Austin
4078,C_CND_004079,7/20/2022,Male,4598.0,Diehl Motor CO Inc,Chevrolet,Lumina,Overhead Camshaft,Manual,Black,42000,06457-3834,Passenger,8784798,Middletown
4079,C_CND_004080,7/20/2022,Male,5555.0,Enterprise Rent A Car,Honda,Civic,Overhead Camshaft,Manual,Black,43000,60504-7114,Hatchback,8151834,Aurora
4080,C_CND_004081,7/20/2022,Female,15070.0,Chrysler Plymouth,Volkswagen,Beetle,DoubleÂ Overhead Camshaft,Auto,Red,45001,53546-9427,Hardtop,8522267,Janesville
4081,C_CND_004082,7/20/2022,Male,7480.0,Hatfield Volkswagen,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Black,28000,99301-3882,Hatchback,6251088,Pasco
4082,C_CND_004083,7/20/2022,Male,5192.0,Iceberg Rentals,Ford,Crown Victoria,Overhead Camshaft,Manual,Pale White,20000,53546-9427,Passenger,7188497,Janesville
4083,C_CND_004084,7/20/2022,Male,4867.5,McKinney Dodge Chrysler Jeep,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Black,22500,85257-3102,Sedan,6122629,Scottsdale
4084,C_CND_004085,7/20/2022,Female,5830.0,Motor Vehicle Branch Office,Ford,F-Series,Overhead Camshaft,Manual,Pale White,14000,78758-7841,Passenger,7227880,Austin
4085,C_CND_004086,7/20/2022,Male,28875.0,Enterprise Rent A Car,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,42500,60504-7114,Hatchback,7626220,Aurora
4086,C_CND_004087,7/20/2022,Female,6336.0,Gartner Buick Hyundai Saab,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Red,19000,38701-8047,Sedan,6235376,Greenville
4087,C_CND_004088,7/20/2022,Male,6270.0,Hatfield Volkswagen,Chevrolet,Monte Carlo,Overhead Camshaft,Manual,Pale White,26000,99301-3882,Hatchback,7804602,Pasco
4088,C_CND_004089,7/20/2022,Male,6050.0,Iceberg Rentals,Plymouth,Voyager,Overhead Camshaft,Manual,Red,20000,53546-9427,Passenger,7544624,Janesville
4089,C_CND_004090,7/20/2022,Female,5555.0,McKinney Dodge Chrysler Jeep,Saab,5-Sep,Overhead Camshaft,Manual,Pale White,28000,85257-3102,Hatchback,8377789,Scottsdale
4090,C_CND_004091,7/20/2022,Male,148.5,Motor Vehicle Branch Office,Honda,Civic,Overhead Camshaft,Manual,Black,43000,78758-7841,Hatchback,7489107,Austin
4091,C_CND_004092,7/20/2022,Female,4400.0,Nebo Chevrolet,BMW,528i,Overhead Camshaft,Manual,Red,25000,06457-3834,SUV,7656537,Middletown
4092,C_CND_004093,7/20/2022,Male,23870.0,New Castle Ford Lincoln Mercury,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Red,12000,60504-7114,Sedan,6900713,Aurora
4093,C_CND_004094,7/20/2022,Female,148.5,Pars Auto Sales,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Black,39000,38701-8047,Sedan,7266751,Greenville
4094,C_CND_004095,7/20/2022,Male,17352.5,Pitre Buick-Pontiac-Gmc of Scottsdale,Cadillac,Eldorado,DoubleÂ Overhead Camshaft,Auto,Black,60750,99301-3882,Passenger,8931505,Pasco
4095,C_CND_004096,7/20/2022,Male,8910.0,Rabun Used Car Sales,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Pale White,45001,85257-3102,Hardtop,6360752,Austin
4096,C_CND_004097,7/20/2022,Female,148.5,Pars Auto Sales,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,38701-8047,Hatchback,8366102,Greenville
4097,C_CND_004098,7/20/2022,Male,8305.0,Pitre Buick-Pontiac-Gmc of Scottsdale,Cadillac,DeVille,DoubleÂ Overhead Camshaft,Auto,Red,69000,99301-3882,SUV,8609809,Pasco
4098,C_CND_004099,7/20/2022,Male,6215.0,Progressive Shippers Cooperative Association No,Subaru,Outback,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,53546-9427,SUV,8295336,Janesville
4099,C_CND_004100,7/20/2022,Male,8569.0,Rabun Used Car Sales,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Red,19000,85257-3102,Sedan,7267913,Scottsdale
4100,C_CND_004101,7/20/2022,Female,3850.0,Race Car Help,Lexus,LX470,Overhead Camshaft,Manual,Pale White,54000,78758-7841,SUV,8591710,Austin
4101,C_CND_004102,7/20/2022,Female,3707.0,Ryder Truck Rental and Leasing,Chevrolet,Corvette,Overhead Camshaft,Manual,Pale White,22000,06457-3834,SUV,8300746,Middletown
4102,C_CND_004103,7/20/2022,Male,7392.0,Saab-Belle Dodge,Lincoln,Continental,Overhead Camshaft,Manual,Red,82000,60504-7114,Passenger,7858096,Aurora
4103,C_CND_004104,7/20/2022,Male,6132.5,Scrivener Performance Engineering,Ford,Escort,Overhead Camshaft,Manual,Black,11500,38701-8047,Passenger,8299949,Greenville
4104,C_CND_004105,7/20/2022,Male,7172.0,Ryder Truck Rental and Leasing,Subaru,Forester,Overhead Camshaft,Manual,Red,17001,06457-3834,Hardtop,7179033,Middletown
4105,C_CND_004106,7/20/2022,Male,9955.0,Enterprise Rent A Car,Dodge,Caravan,DoubleÂ Overhead Camshaft,Auto,Pale White,38000,60504-7114,Hatchback,7807251,Janesville
4106,C_CND_004107,7/20/2022,Female,7117.0,Gartner Buick Hyundai Saab,BMW,328i,Overhead Camshaft,Manual,Black,69000,38701-8047,Sedan,7401983,Scottsdale
4107,C_CND_004108,7/20/2022,Male,8800.0,Hatfield Volkswagen,Plymouth,Neon,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,99301-3882,SUV,7304677,Austin
4108,C_CND_004109,7/20/2022,Male,24310.0,Iceberg Rentals,Jeep,Cherokee,DoubleÂ Overhead Camshaft,Auto,Pale White,36000,53546-9427,Sedan,6355221,Middletown
4109,C_CND_004110,7/20/2022,Male,15400.0,McKinney Dodge Chrysler Jeep,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,14000,85257-3102,Sedan,6313407,Aurora
4110,C_CND_004111,7/20/2022,Male,148.5,Motor Vehicle Branch Office,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Black,9000,78758-7841,Hatchback,6867584,Greenville
4111,C_CND_004112,7/20/2022,Male,8855.0,Nebo Chevrolet,Nissan,Frontier,Overhead Camshaft,Manual,Pale White,12000,06457-3834,Hatchback,8612971,Pasco
4112,C_CND_004113,7/20/2022,Male,26400.0,New Castle Ford Lincoln Mercury,Ford,Windstar,DoubleÂ Overhead Camshaft,Auto,Red,31000,60504-7114,Sedan,8558506,Janesville
4113,C_CND_004114,7/20/2022,Male,5885.0,Pars Auto Sales,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Red,31000,38701-8047,Hatchback,8548168,Austin
4114,C_CND_004115,7/20/2022,Female,8415.0,Pitre Buick-Pontiac-Gmc of Scottsdale,Plymouth,Neon,Overhead Camshaft,Manual,Black,29000,99301-3882,SUV,6529178,Austin
4115,C_CND_004116,7/23/2022,Male,3080.0,Star Enterprises Inc,Volkswagen,GTI,Overhead Camshaft,Manual,Black,25000,99301-3882,SUV,7811669,Pasco
4116,C_CND_004117,7/23/2022,Male,11165.0,Suburban Ford,Volkswagen,Beetle,Overhead Camshaft,Manual,Red,21500,53546-9427,SUV,8061624,Janesville
4117,C_CND_004118,7/23/2022,Male,148.5,Tri-State Mack Inc,Toyota,Camry,Overhead Camshaft,Manual,Black,29001,85257-3102,Hatchback,7820806,Scottsdale
4118,C_CND_004119,7/23/2022,Male,148.5,Nebo Chevrolet,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Black,41000,06457-3834,Sedan,8954911,Middletown
4119,C_CND_004120,7/23/2022,Male,7700.0,Classic Chevy,Lexus,ES300,Overhead Camshaft,Manual,Black,34001,85257-3102,Hardtop,8634879,Austin
4120,C_CND_004121,7/23/2022,Male,9658.0,Race Car Help,Audi,A4,DoubleÂ Overhead Camshaft,Auto,Black,27000,78758-7841,Hardtop,8383530,Austin
4121,C_CND_004122,7/23/2022,Female,19822.0,Progressive Shippers Cooperative Association No,Toyota,RAV4,DoubleÂ Overhead Camshaft,Auto,Pale White,27200,53546-9427,Hatchback,8613980,Janesville
4122,C_CND_004123,7/23/2022,Male,148.5,Rabun Used Car Sales,Mercury,Villager,DoubleÂ Overhead Camshaft,Auto,Pale White,36000,85257-3102,Passenger,8808943,Scottsdale
4123,C_CND_004124,7/23/2022,Male,16059.999999999998,Race Car Help,Jaguar,S-Type,Overhead Camshaft,Manual,Pale White,20000,78758-7841,Passenger,7724603,Austin
4124,C_CND_004125,7/23/2022,Female,148.5,Suburban Ford,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,36000,53546-9427,Hatchback,8502516,Janesville
4125,C_CND_004126,7/23/2022,Male,24871.0,U-Haul CO,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Black,45101,78758-7841,Hardtop,7117915,Austin
4126,C_CND_004127,7/23/2022,Female,7886.999999999999,U-Haul CO,Ford,Contour,DoubleÂ Overhead Camshaft,Auto,Pale White,62000,78758-7841,Sedan,6124332,Austin
4127,C_CND_004128,7/23/2022,Male,4642.0,Progressive Shippers Cooperative Association No,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Red,31000,53546-9427,SUV,8090505,Middletown
4128,C_CND_004129,7/23/2022,Male,148.5,Rabun Used Car Sales,BMW,528i,DoubleÂ Overhead Camshaft,Auto,Pale White,62000,85257-3102,SUV,6171195,Aurora
4129,C_CND_004130,7/23/2022,Male,6490.0,Race Car Help,Mercury,Villager,Overhead Camshaft,Manual,Pale White,14000,78758-7841,Passenger,7661176,Greenville
4130,C_CND_004131,7/24/2022,Female,4818.0,U-Haul CO,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Black,33000,78758-7841,SUV,8729897,Austin
4131,C_CND_004132,7/24/2022,Male,148.5,Buddy Storbeck's Diesel Service Inc,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,06457-3834,Hatchback,7473461,Middletown
4132,C_CND_004133,7/24/2022,Male,5527.5,C & M Motors Inc,Lincoln,Navigator,DoubleÂ Overhead Camshaft,Auto,Black,19501,60504-7114,Sedan,7969756,Aurora
4133,C_CND_004134,7/24/2022,Male,5720.0,Capitol KIA,Jaguar,S-Type,Overhead Camshaft,Manual,Red,45001,38701-8047,Passenger,7882340,Greenville
4134,C_CND_004135,7/24/2022,Male,13238.5,Pitre Buick-Pontiac-Gmc of Scottsdale,Cadillac,Catera,DoubleÂ Overhead Camshaft,Auto,Pale White,75350,99301-3882,Hatchback,8191324,Pasco
4135,C_CND_004136,7/24/2022,Female,8327.0,Nebo Chevrolet,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,41000,06457-3834,Hardtop,7135473,Middletown
4136,C_CND_004137,7/24/2022,Male,148.5,Rabun Used Car Sales,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Red,41000,85257-3102,SUV,8548434,Scottsdale
4137,C_CND_004138,7/24/2022,Male,14685.0,Clay Johnson Auto Sales,Toyota,Tacoma,DoubleÂ Overhead Camshaft,Auto,Pale White,53500,78758-7841,Hardtop,8128342,Austin
4138,C_CND_004139,7/24/2022,Male,3030.5,Ryder Truck Rental and Leasing,Mercedes-B,SLK,Overhead Camshaft,Manual,Pale White,17500,06457-3834,Passenger,6567618,Middletown
4139,C_CND_004140,7/24/2022,Male,148.5,Saab-Belle Dodge,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Black,39000,60504-7114,Sedan,7655143,Aurora
4140,C_CND_004141,7/24/2022,Male,148.5,Scrivener Performance Engineering,BMW,528i,DoubleÂ Overhead Camshaft,Auto,Black,31000,38701-8047,SUV,7159677,Greenville
4141,C_CND_004142,7/24/2022,Male,11715.0,Star Enterprises Inc,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,41500,99301-3882,Hatchback,6273892,Pasco
4142,C_CND_004143,7/24/2022,Male,148.5,Chrysler Plymouth,Mercedes-B,M-Class,Overhead Camshaft,Manual,Pale White,41001,53546-9427,Hardtop,8472376,Janesville
4143,C_CND_004144,7/24/2022,Female,14300.0,Rabun Used Car Sales,Volkswagen,GTI,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,85257-3102,SUV,6309571,Scottsdale
4144,C_CND_004145,7/24/2022,Female,8470.0,Race Car Help,BMW,328i,DoubleÂ Overhead Camshaft,Auto,Black,18000,78758-7841,Sedan,7909298,Austin
4145,C_CND_004146,7/24/2022,Female,148.5,Ryder Truck Rental and Leasing,Plymouth,Prowler,Overhead Camshaft,Manual,Pale White,16000,06457-3834,Hatchback,7920738,Middletown
4146,C_CND_004147,7/24/2022,Male,148.5,Ryder Truck Rental and Leasing,Mitsubishi,3000GT,Overhead Camshaft,Manual,Black,18000,06457-3834,Sedan,6651351,Pasco
4147,C_CND_004148,7/24/2022,Male,148.5,Saab-Belle Dodge,Mercedes-B,E-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,60504-7114,Sedan,7155353,Janesville
4148,C_CND_004149,7/24/2022,Female,148.5,Scrivener Performance Engineering,Acura,RL,Overhead Camshaft,Manual,Pale White,17000,38701-8047,SUV,8717302,Scottsdale
4149,C_CND_004150,7/24/2022,Female,2816.0,Star Enterprises Inc,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,16000,99301-3882,Passenger,6763873,Austin
4150,C_CND_004151,7/25/2022,Male,4862.0,Chrysler of Tri-Cities,Buick,Park Avenue,DoubleÂ Overhead Camshaft,Auto,Pale White,62000,99301-3882,Hatchback,8021735,Pasco
4151,C_CND_004152,7/25/2022,Male,148.5,Chrysler Plymouth,Ford,Contour,DoubleÂ Overhead Camshaft,Auto,Red,19000,53546-9427,Sedan,6340020,Janesville
4152,C_CND_004153,7/25/2022,Male,13123.0,Classic Chevy,Plymouth,Voyager,Overhead Camshaft,Manual,Red,12300,85257-3102,Passenger,7143135,Scottsdale
4153,C_CND_004154,7/25/2022,Male,4576.0,Clay Johnson Auto Sales,Toyota,Tacoma,DoubleÂ Overhead Camshaft,Auto,Pale White,53000,78758-7841,SUV,8094119,Austin
4154,C_CND_004155,7/25/2022,Male,9020.0,Diehl Motor CO Inc,BMW,328i,Overhead Camshaft,Manual,Red,21001,06457-3834,Sedan,8721593,Middletown
4155,C_CND_004156,7/25/2022,Male,5214.0,Enterprise Rent A Car,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Black,31000,60504-7114,Passenger,8110268,Aurora
4156,C_CND_004157,7/25/2022,Male,10791.0,Gartner Buick Hyundai Saab,Volvo,S70,Overhead Camshaft,Manual,Red,21000,38701-8047,SUV,7568722,Greenville
4157,C_CND_004158,7/25/2022,Male,18590.0,Hatfield Volkswagen,Dodge,Intrepid,Overhead Camshaft,Manual,Black,11000,99301-3882,Sedan,8613682,Pasco
4158,C_CND_004159,7/25/2022,Male,10505.0,Capitol KIA,Subaru,Forester,Overhead Camshaft,Manual,Red,17000,38701-8047,Hardtop,8165743,Greenville
4159,C_CND_004160,7/25/2022,Male,6495.5,Saab-Belle Dodge,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Pale White,38500,60504-7114,Sedan,7584068,Aurora
4160,C_CND_004161,7/25/2022,Male,9845.0,Scrivener Performance Engineering,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Red,16000,38701-8047,SUV,8474683,Greenville
4161,C_CND_004162,7/25/2022,Male,148.5,Star Enterprises Inc,Oldsmobile,Aurora,Overhead Camshaft,Manual,Red,71000,99301-3882,Passenger,6983613,Pasco
4162,C_CND_004163,7/25/2022,Female,4884.0,Suburban Ford,Saab,3-Sep,DoubleÂ Overhead Camshaft,Auto,Black,26000,53546-9427,Sedan,7703305,Janesville
4163,C_CND_004164,7/25/2022,Male,8690.0,Tri-State Mack Inc,Toyota,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Black,21000,85257-3102,SUV,8744096,Scottsdale
4164,C_CND_004165,7/25/2022,Female,6985.0,Ryder Truck Rental and Leasing,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Red,23000,06457-3834,Hardtop,8506162,Middletown
4165,C_CND_004166,7/25/2022,Male,8866.0,Progressive Shippers Cooperative Association No,Lexus,LS400,Overhead Camshaft,Manual,Black,69000,53546-9427,Sedan,7759130,Janesville
